Chapter,Type,Word,Meaning
8,연관어,equalize,v.동등하게 하다
8,연관어,equally,"ad.똑같이, 동등하게"
4,표제어,equipment,"n.장비, 설비"
4,연관어,equip,"v.갖추다, 마련하다 "
43,표제어,equivalent,n.동등한 것
13,표제어,escalate,"v.상승하다, 확대되다, 증가시키다, 악화되다"
18,표제어,escape,"v.탈출하다, 벗어나다 "
6,표제어,essential,"a.필수적인, 본질적인"
6,연관어,essentially,ad.본질적으로 
6,연관어,essence,n.본질
47,표제어,establish,"v.설립하다, 확립하다, 입증하다"
47,연관어,established,"a.확립된, 정착된"
47,연관어,establishment,"n.설립, 기관, 기득권층"
29,표제어,esteem,"n.존경, 존중, 자존심"
19,표제어,estimate,"v.추정하다 n.추정, 추정치"
19,연관어,estimation,"n.평가, 추정, 견해"
34,표제어,ethical,"a.윤리적인, 도덕적인"
34,연관어,ethic,"n.윤리, 도덕"
34,연관어,ethically,ad.윤리적으로
38,표제어,ethnic,"a.민족의, 인종적인"
43,표제어,evade,"v.피하다, 회피하다"
35,표제어,evaluate,"v.평가하다, 판단하다"
35,연관어,evaluation,"n.평가, 판단"
19,표제어,evaporate,"v.증발하다, 사라지다"
19,연관어,evaporation,n.증발
31,표제어,even,"a.평평한, 고른, 짝수의 ad.심지어"
31,연관어,uneven,a.고르지 않은
31,연관어,evenly,"ad.고르게, 균등하게"
35,표제어,evidence,"n.증거, 흔적"
35,연관어,evident,a.분명한
25,표제어,evoke,"v.불러일으키다, 환기시키다"
5,표제어,evolve,"v.진화하다, 발달시키다"
5,연관어,evolution,"n.진화, 발전"
5,연관어,evolutionary,"a.진화의, 점진적인"
45,표제어,exactly,ad.정확히
45,연관어,exact,"a.정확한, 정밀한, 엄격한"
15,표제어,exaggerate,v.과장하다
15,연관어,exaggerated,a.과장된
15,연관어,exaggeration,n.과장
47,표제어,examine,"v.조사하다, 검사하다, 시험하다"
47,연관어,examination,"n.조사, 시험"
5,표제어,exceed,"v.초과하다, 넘다"
47,표제어,excellence,"n.탁월함, 뛰어남"
47,연관어,excel,v.탁월하다
47,연관어,excellent,"a.탁월한, 뛰어난"
37,표제어,exception,n.예외
37,연관어,exceptional,"a.뛰어난, 예외적인"
37,연관어,unexceptional,"a.평범한, 특별하지 않은"
37,연관어,except for,"전.~을 제외하고, ~외에는"
24,표제어,excessive,"a.지나친, 과도한"
24,연관어,excess,"n.과잉, 초과"
24,표제어,exchange,n.교환
3,표제어,exclude,"v.제외하다, 배제하다"
3,연관어,exclusion,n.배제
3,연관어,exclusive,"a.독점적인, 단독의, 배타적인"
3,연관어,exclusively,"ad.오로지, 배타적으로, 독점적으로"
3,연관어,executive,"n.임원, 경영진"
14,표제어,exert,"v.행사하다, 휘두르다, 발휘하다"
1,표제어,exhaust,"v.지치게 하다, 고갈시키다"
1,연관어,exhausted,"a.지쳐버린, 고갈된 "
1,연관어,exhaustion,"n.탈진, 고갈"
44,표제어,exhibit,"n.전시, 전시품"
44,연관어,exhibition,n.전시회
46,표제어,exist,v.존재하다
46,연관어,existence,"n.존재, 생존, 생활"
44,표제어,expand,"v.확장하다, 확대되다, 팽창시키다"
44,연관어,expansion,"n.확대, 확장"
34,표제어,expectation,"n.기대, 예상"
34,연관어,expect,"v.기대하다, 예상하다"
34,연관어,unexpected,a.예상치 못한
9,표제어,expend,"v.소비하다, 지출하다"
9,연관어,expenditure,n.지출
9,연관어,expense,"n.비용, 경비, 지출"
9,연관어,at the expense of,~를 희생해서
9,연관어,expensive,a.비싼
16,표제어,experience,"n.경험, 체험 v.경험하다, 겪다"
16,연관어,experienced,"a.숙련된, 경험 있는, 노련한"
23,표제어,experiment,"n.실험, 시험"
23,연관어,experimental,"a.실험적인, 실험의"
16,표제어,expert,"n.전문가, 숙련자"
16,연관어,expertise,n.전문 지식
34,표제어,explanation,"n.설명, 해명"
34,연관어,explain,v.설명하다
1,표제어,explicit,a.명시적인
1,연관어,explicitly,"ad.명시적으로, 분명히"
6,표제어,exploit,"v.이용하다, 착취하다"
6,연관어,exploitation,n.이용 
38,표제어,explore,"v.탐험하다, 조사하다"
38,연관어,exploration,"n.탐험, 탐구"
18,표제어,explosion,"n.폭발, 급증"
18,연관어,explosive,a.폭발적인
18,연관어,explode,v.폭발하다
39,표제어,expose,"v.폭로하다, 노출시키다"
39,연관어,exposure,"n.노출, 폭로"
46,표제어,express,"v.나타내다, 표현하다"
46,연관어,expression,"n.표현, 표정, 어구"
14,표제어,extend,"v.확장하다, 연장하다, 늘어나다"
14,연관어,extended,"a.장시간의, 연장된"
14,연관어,extension,"n.연장, 확장"
14,연관어,extensive,"a.광범위한, 폭넓은, 대규모의"
14,연관어,extensively,ad.광범위하게
41,표제어,extent,"n.정도, 크기 "
8,표제어,external,"a.외부의, 외적인"
8,연관어,externally,ad.외부적으로
41,표제어,extinction,n.멸종
41,연관어,extinct,a.멸종한
42,표제어,extraordinary,"a.비범한, 대단한, 놀라운, 이상한"
13,표제어,extreme,"a.극도의, 극단적인, 극한의"
13,연관어,extremely,"ad.극도로, 몹시"
13,연관어,extremity,"n.극한, 끝"
11,표제어,fabric,"n.옷감, 천, 직물, 구조"
11,연관어,fabricate,"v.꾸며 내다, 만들어 내다"
,연관어,facial,"a.얼굴의, 얼굴 표정의"
45,표제어,facilitate,"v.용이하게 하다, 촉진하다"
45,연관어,facilitator,n.촉진자
48,표제어,facility,n.시설
25,표제어,factor,"n.요인, 요소"
14,표제어,fact,n.사실 
14,연관어,factual,"a.사실의, 사실에 기반한"
14,연관어,factually,ad.사실상
23,표제어,fade,"v.희미해지다, (서서히) 사라지다"
15,표제어,failure,"n.실패, 낙오, 고장"
15,연관어,fail,"v.실패하다, ~하지 못하다"
16,표제어,faint,a.희미한 v.기절하다
27,표제어,fair,"a.공정한, 공평한, 상당한 n.박람회"
27,연관어,unfair,"a.불공평한, 부당한"
27,연관어,fairly,ad.상당히
27,연관어,fairness,"n.공정함, 공평함"
27,연관어,unfairness,"n.불공정함, 부당함"
26,표제어,faith,"n.믿음, 신념, 신앙, 신뢰"
20,표제어,fall short of,"v.(목표·기대 등)에 못 미치다, ~이 부족하다"
5,표제어,fallacy,n.오류
24,표제어,FALSE,"a.가짜의, 거짓의, 틀린"
24,연관어,falsehood,n.거짓
6,표제어,fame,n.명성
30,표제어,familiar,"a.익숙한, 친숙한"
30,연관어,unfamiliar,a.낯선
30,연관어,familiarity,"n.익숙함, 친숙함"
27,표제어,famine,n.기아 
10,표제어,fancy,"a.화려한, 멋진 n.공상"
10,연관어,fanciful,"a.상상의, 기발한"
10,연관어,fantasy,"n.공상, 환상"
1,표제어,fascinate,"v.매혹하다, 사로잡다"
1,연관어,fascinating,a.매력적인
1,연관어,fascination,"n.매력, 매혹"
42,표제어,fasten,"v.매다[채우다], 잠그다[잠기다], 고정시키다"
43,표제어,fate,n.운명
43,연관어,fatal,"a.치명적인, 돌이킬 수 없는"
24,표제어,fatigue,n.피로
41,표제어,fault,"n.잘못, 결함, 단점"
41,연관어,faulty,"a.결함이 있는, 잘못된"
15,표제어,favor,"n.호의, 친절 v.지지하다, 편애하다, 선호하다"
15,연관어,favorable,"a.호의적인, 유리한"
15,연관어,unfavorable,"a.호의적이지 않은, 불리한, 부정적인,비판적인"
15,연관어,in one’s favor,~에게 유리한
15,연관어,in favor of,"선호하는, 지지하는"
26,표제어,fear,n.두려움 v.두려워하다
26,연관어,fearful,a.두려운
20,표제어,feasible,"a.실행 가능한, 실현 가능한"
13,표제어,feat,"n.업적, 뛰어난 재주"
44,표제어,feature,"n.특색, 특징, 특성, 기능 v.특징으로 삼다, 특별히 포함하다"
34,표제어,feed,"v.먹이다, 공급하다, 먹다"
35,표제어,fiction,"n.소설, 허구"
35,연관어,fictional,"a.허구적인, 소설의"
29,표제어,figure,"n.인물, 형상, 모양, 수치, 숫자 v.중요하다, 생각하다"
29,연관어,figure out,"v.알아내다, 이해하다, 생각하다 "
30,표제어,financial,"a.재정의, 금융의"
30,연관어,finance,"n.재정, 금전 "
36,표제어,finding,"n.(연구)결과, 결론"
44,표제어,fine,"a.훌륭한, 섬세한, 미세한 n.벌금 v.벌금을 부과하다 ad.잘"
19,표제어,firm,"a.단단한, 확고한"
19,연관어,firmly,ad.확고하게
39,표제어,fit,"a.적합한, 건강한 v.맞다, 적합하다"
39,연관어,fitness,"n.적합함, 건강"
31,표제어,fix,"v.고치다, 바로잡다, 고정시키다"
31,연관어,fixedness,"n.정착, 고착, 고정"
35,표제어,flat,"a.평평한, 평지인"
44,표제어,flavor,"n.맛, 풍미 v.맛을 내다"
6,표제어,flaw,"n.결점, 흠"
6,연관어,flawless,"a.흠 없는, 나무랄 데 없는"
37,표제어,flee,"v.피하다, 도망가다"
37,연관어,fleeting,"a.빨리 지나가는, 순식간의"
43,표제어,flexible,"a.유연한, 융통성 있는"
43,연관어,flexibility,"n.유연성, 융통성"
43,연관어,flexibly,ad.융통성 있게
19,표제어,float,"v.뜨다, 떠다니다"
34,표제어,flock,"v.모이다, 무리 짓다 n.떼, 무리"
47,표제어,flood,n.홍수 v.넘쳐흐르다
48,표제어,flourish,"v.번영하다, 번성하다, 잘 자라다"
5,표제어,fluctuation,"n.변동, 동요"
5,연관어,fluctuate,"v.변동하다, 오르내리다"
5,표제어,fluency,n.능숙함
5,연관어,fluent,a.유창한
5,연관어,fluently,ad.유창하게
13,표제어,focus,"n.집중, 초점 v.집중하다"
,연관어,unfold,"v.전개되다, 진행되다, 펼치다, 밝혀지다"
25,표제어,follow,"v.(충고·지시 등을) 따르다, 따라 하다, 따라가다, 이해하다"
27,표제어,following,"a.다음의, 다음에 이어지는"
22,표제어,fond,"a.애정을 느끼는,좋아하는"
22,연관어,be fond of,v.좋아하다
22,연관어,fondness,"n.애정, 좋아함"
36,표제어,fool,v.속이다
27,표제어,for free,무료로
37,표제어,for the sake of,~을 위해서
5,표제어,force,"n.힘, 폭력, 무력 v.강요하다"
5,연관어,forcefully,ad.강력하게
7,표제어,forecast,"n.예측, 예보 v.예측하다, 예보하다"
42,표제어,foresee,"v.예측하다, 예견하다"
42,연관어,foreseeable,"a.예상되는, 예측 가능한"
42,연관어,unforgettable,a.잊을 수 없는
27,표제어,forgive,v.용서하다
10,표제어,form,v.형성하다 n.형태
10,연관어,formal,"a.공식적인, 형식적인, 정규의"
10,연관어,formation,"n.형성, 구조"
10,연관어,formula,"n.공식, 방식, 제조법, "
3,표제어,fortune,"n.행운, 부, 재산 "
3,연관어,fortunate,a.운이 좋은
3,연관어,fortunately,"ad.다행히도, 운 좋게도"
3,연관어,unfortunately,ad.불행하게도
31,표제어,foster,"v.조장하다, 키우다, 기르다"
17,표제어,foundation,"n.기반, 토대, 재단"
17,연관어,found,"v.설립하다, 세우다"
17,연관어,founder,n.설립자
14,표제어,fraction,"n.분수, 일부, 파편"
31,표제어,fragile,"a.연약한, 깨지기 쉬운"
11,표제어,fragmentation,"n.분열, 파편화, 붕괴"
11,연관어,fragment,n.조각
13,표제어,frame,n.틀 v.틀에 넣다
13,연관어,framework,"n.기초, 틀"
25,표제어,freeze,"v.얼다, 얼리다 n.동결"
12,표제어,frequent,"a.빈번한, 자주 발생하는"
12,연관어,frequently,"ad.빈번하게, 흔히"
12,연관어,frequency,"n.빈도, 주파수, 진동수"
20,표제어,frighten,"v.두렵게 하다, 놀라게 하다, 겁주다"
20,연관어,frightened,"a.겁먹은, 무서워하는"
20,연관어,frightening,"a.두려운, 무서운"
20,연관어,fruitful,"a.결실 있는, 생산적인"
20,연관어,fruitless,"a.헛된, 무익한"
24,표제어,frustration,"n.좌절, 불만"
24,연관어,frustrate,"v.좌절시키다, 방해하다"
36,표제어,fuel,"n.연료 v.자극하다, 부추기다, 연료를 넣다"
40,표제어,fulfill,"v.성취하다, 이행하다, 충족시키다, 실현하다"
40,연관어,fulfilled,"a.충족된, 만족한, 실현된, 성취한"
40,연관어,fulfillment,"n.성취, 이행, 만족감, 충족"
9,표제어,function,"n.기능, 역할, 함수 v.기능하다, 작용하다"
9,연관어,functional,"a.기능의, 기능적인 "
14,표제어,fund,"n.자금, 기금 v.자금을 대다 "
10,표제어,fundamental,"a.근본적인, 기본적인"
3,표제어,furious,a.격노한
3,연관어,furiously,ad.열성적으로
15,표제어,gain,"n.이익, 증가 v.얻다, 획득하다"
10,표제어,gap,"n.틈, 간격, 격차, 차이"
27,표제어,gather,"v.모으다, 모이다 "
27,연관어,gathering,n.수집
9,표제어,gauge,"v.측정하다, 판단하다 n.게이지, 측정기, 치수"
2,표제어,gaze,n.시선 v.보다
41,표제어,gear,"n.장치, 장비 v.맞추다"
9,표제어,gender,n.성별
23,표제어,gene,n.유전자
5,표제어,general,"a.일반적인, 보편적인, 대체적인"
5,연관어,generality,"n.일반성, 보편성"
5,연관어,generalization,"n.일반화, 개괄"
5,연관어,generalize,"v.일반화하다, 보편화하다"
5,연관어,generally,ad.일반적으로
5,연관어,in general,일반적으로
40,표제어,generate,"v.발생시키다, 생성시키다, 만들어내다"
40,연관어,generation,"n.세대, 발생, 생성"
33,표제어,generous,"a.관대한, 너그러운"
33,연관어,generosity,n.관대함
12,표제어,genetic,"a.유전의, 유전적인"
12,연관어,genetically,ad.유전적으로
12,연관어,genetics,n.유전학
6,표제어,gentle,a.부드러운
36,표제어,genuine,"a.진짜의, 진실한, 진심 어린"
36,연관어,genuinely,"ad.진심으로, 진정으로"
37,표제어,geographical,a.지리적인
37,연관어,geographic,"a.지리적인, 지리학의"
37,연관어,geographically,ad.지리적으로
37,연관어,geography,"n.지리, 지형, 지리학"
30,표제어,germ,n.세균
21,표제어,get rid of,"v.없애다, 끝내다"
33,표제어,give rise to,v.유발하다
37,표제어,give up,v.포기하다
37,표제어,given,"전.~을 고려해 볼 때 a.주어진, 정해진, 특정한"
12,표제어,glance,v.흘끗 보다
23,표제어,glimpse,n.힐끗 봄
23,연관어,global,"a.전반적인, 세계적인"
27,표제어,globalization,n.세계화
4,표제어,gloomy,"a. 어둑어둑한,우울한"
4,연관어,gloom,n.암울
23,표제어,go through,"v.헤쳐 나가다, 겪다, 통과하다"
25,표제어,gorgeous,"a. 아주 멋진, 선명한, 화려한"
25,연관어,govern,"v.통제하다, 지배하다, 관리하다"
25,연관어,governance,"n.통치, 지배, 관리"
35,표제어,government,"n.정부, 정권"
35,연관어,gradual,a.점진적인
21,표제어,grant,"v.주다, 수여하다, 부여하다, 허락하다"
32,표제어,grasp,"n.파악 v.붙잡다, 이해하다"
46,표제어,grateful,"a.감사하는, 고마워하는"
31,표제어,gratify,v.만족시키다
31,연관어,gratification,"n.만족, 만족감"
31,연관어,gratitude,n.감사
32,표제어,greenhouse,n.온실
7,표제어,grief,n.슬픔
7,연관어,grieve,"v.슬퍼하다, 애도하다"
10,표제어,guarantee,"n.보장, 보증(서) v.보장하다, 보증하다 "
23,표제어,guilt,"n.죄책감, 유죄"
23,연관어,guilty,"a.유죄의, 죄책감이 드는"
41,표제어,habitat,n.서식지
41,연관어,habitual,"a.습관적인, 평소의"
41,연관어,a handful of,소수의
32,표제어,handicapped,a.장애를 갖게 된
20,표제어,handle,"v.다루다, 처리하다"
43,표제어,hardship,"n.고난, 어려움, 역경"
16,표제어,hardworking,a.근면한
2,표제어,harm,"n.피해, 손해 v.해치다, 손상시키다"
17,표제어,harmful,a.해로운
,연관어,harmony,n.조화
11,표제어,harsh,"a.강렬한, 혹독한, 거친"
26,표제어,harvest,v.수확하다 n.수확
21,표제어,hatch,"v.부화하다, 꾸미다"
2,표제어,hatred,"n.증오(감), 혐오(감)"
43,표제어,have an effect(impact) on,v.~에 영향을 끼치다
23,표제어,have nothing to do with,v.~와 관련이 없다
18,표제어,have trouble -ing,v.~하는 데 어려움을 겪다
2,표제어,hazard,n.위험 v.~을 위태롭게 하다
2,연관어,hazardous,"a.위험한, 모험적인"
5,표제어,heighten,"v.높이다, 고조시키다"
5,연관어,height,"n.높이, 키, 절정"
48,표제어,helpful,a.도움이 되는
48,연관어,helpless,a.무력한
48,연관어,helplessness,n.무력감
14,표제어,heritage,n.유산
38,표제어,hesitate,v.망설이다
38,연관어,hesitation,n.망설임
6,표제어,hierarchy,"n.계층, 계급 제도, 위계질서"
6,연관어,hierarchical,a.위계의
27,표제어,highlight,v.강조하다
36,표제어,hinder,"v.막다, 방해하다"
36,연관어,hindrance,"n.방해 요인, 장애"
35,표제어,hire,"v.고용하다, 빌리다"
36,표제어,historical,"a.역사적인, 역사와 관련된, 역사상의"
36,연관어,historian,n.역사학자
36,연관어,historic,"a.역사적인, 역사적으로 중요한, 유서 깊은"
36,연관어,historically,ad.역사적으로
9,표제어,hollow,a.속이 빈 
41,표제어,honesty,"n.정직, 솔직함"
41,연관어,honest,"a.정직한, 솔직한"
41,연관어,honestly,ad.정직하게
16,표제어,honor,"n.존경, 공경, 명예 "
16,연관어,in honor of,기념하여
1,표제어,horizontal,"a.수평의, 가로의"
1,연관어,horizon,"n.지평선, 수평선"
1,연관어,horizontally,ad.수평으로
27,표제어,horrify,"v.소름끼치게 하다, 무섭게 하다"
27,연관어,horror,n.공포
14,표제어,hospitality,n.환대
14,연관어,hospitable,a.환대하는
34,표제어,hostile,a.적대적인
34,연관어,hostility,"n.적대감, 적의, 반감"
14,표제어,household,"n.집안, 가정"
48,표제어,humanity,"n.인류, 인간성"
46,표제어,humble,"a.겸손한, 비천한, 초라한"
17,표제어,humid,a.습한
17,연관어,humidity,n.습도
19,표제어,humiliation,"n.굴욕, 창피"
23,표제어,hypothesis,n.가설
23,연관어,hypothetical,a.가상의
15,표제어,ideal,a.이상적인 n.이상
11,표제어,identical,"a.동일한, 똑같은"
14,표제어,identify,"v.확인하다, 동일시하다, 식별하다, 알아보다"
14,연관어,identifiable,"a.확인 가능한, 인식 가능한"
14,연관어,identification,"n.신원 확인, 식별, 인지, 동일시"
14,연관어,identified,a.확인된
14,연관어,identity,"n.정체, 정체성, 신원"
34,표제어,ignore,"v.무시하다, 간과하다"
34,연관어,ignorance,"n.무지, 무식"
34,연관어,ignorant,a.무지한
36,표제어,illegal,a.불법적인
25,표제어,illiterate,a.문맹의
7,표제어,ill-mannered,a.예의 없는
38,표제어,illness,"n.질병, 아픔"
47,표제어,illusion,"n.환상, 착각, 오해"
10,표제어,illustrate,"v.삽화를 넣다, 묘사하다, 설명하다"
10,연관어,illustration,"n.삽화, 예시"
19,표제어,imagination,"n.상상력, 상상"
19,연관어,imaginable,a.상상할 수 있는
19,연관어,unimaginable,a.상상할 수 없는
19,연관어,imaginary,a.상상의
19,연관어,imaginative,"a.상상력이 풍부한, 창의적인"
19,연관어,imagine,v.상상하다
4,표제어,imbalance,n.불균형
27,표제어,imitate,v.모방하다
27,연관어,imitation,"n.모방, 흉내"
5,표제어,immediate,"a.인접한, 당면한, 즉각적인, 직접적인"
5,연관어,immediately,ad.즉시
24,표제어,immense,a.엄청난
17,표제어,immigration,"n.이주, 이민"
17,연관어,immigrant,n.이민자
17,연관어,immigrate,v. (타국에서) 이주하다
21,표제어,imminent,a.임박한
28,표제어,immobile,"a.움직이지 않는, 고정된"
28,연관어,immobility,"n.부동, 움직이지 않음"
28,연관어,immobilize,v.고정시키다
28,표제어,immoral,a.부도덕한
28,연관어,immorality,n.부도덕성
17,표제어,immune,"a.면역의, 면제된"
37,표제어,impact,"n.영향, 효과 v.영향을 주다"
2,표제어,impairment,"n.손상, 장애"
2,연관어,impair,"v.손상시키다, 해치다"
18,표제어,impartial,"a.공정한, 편견 없는"
11,표제어,impatient,"a.성급한, 참을성 없는"
11,연관어,impatience,"n.조바심, 성급함"
19,표제어,impede,"v.방해하다, 저해하다"
35,표제어,imperfection,"n.결점, 결함, 불완전"
35,연관어,imperfect,"a.불완전한, 결함 있는"
29,표제어,implement,"n.도구, 기구 v.실행하다"
29,연관어,implementation,"n.실행, 이행"
26,표제어,implication,"n.함축, 암시, 영향, 결과"
26,연관어,implicate,v.연루되었음을 보여주다[시사하다]
34,표제어,imply,"v.암시하다, 내포하다"
34,연관어,implicit,a.암묵적인
34,연관어,implicitly,ad.암묵적으로
39,표제어,import,"n.수입, 수입품 v.수입하다"
13,표제어,impose,"v.부과하다, 강요하다"
13,연관어,imposition,"n.부과, 과세"
10,표제어,impoverish,v.가난하게 만들다
10,연관어,impoverishment,"n.가난, 빈곤화, 궁핍화"
1,표제어,impractical,"a.비현실적인, 실행 불가능한"
1,연관어,impracticality,"n.비현실성, 실현 불가능"
4,표제어,impress,"v.감명을 주다, 인상을 남기다"
4,연관어,impression,"n.인상, 감명"
4,연관어,impressive,a.인상적인
6,표제어,improve,"v.개선하다, 향상시키다, 나아지다"
6,연관어,improvement,"n.개선, 향상"
27,표제어,impulse,"n.충동, 자극"
27,연관어,impulsive,a.충동적인
43,표제어,inaccurate,"a.부정확한, 틀린"
43,연관어,inaccuracy,n.부정확
15,표제어,inadequate,"a.불충분한, 무능한"
15,연관어,inadequately,"ad.불충분하게, 부적절하게"
7,표제어,inanimate,"a.무생물의, 활기 없는, 죽은"
37,표제어,inappropriate,"a.부적절한, 부적합한"
13,표제어,inborn,a.타고난
17,표제어,incentive,"n.동기, 유인, 유인책, 장려책"
21,표제어,incident,"n.일, 사건"
21,연관어,incidence,n.발생률
21,연관어,incidental,a.부수적인
5,표제어,inclination,"n.기호, 성향, 경사(도)"
5,연관어,incline,"n.경사면 v.기울다, 고개를 숙이다, 마음이 기울다"
24,표제어,income,"n.수입, 소득"
47,표제어,incompetence,n.무능함
47,연관어,incompetent,a.무능한
22,표제어,incomplete,"a.미완성의, 불완전한 "
22,연관어,incompletely,ad.불완전하게
29,표제어,inconsistent,a.일관성 없는
29,연관어,inconsistency,"n.모순, 불일치"
47,표제어,incorporate,"v.포함하다, 통합하다, 설립하다 "
47,연관어,incorporation,"n.포함, 통합"
47,표제어,incorrect,"a.잘못된, 부정확한, 사실이 아닌"
47,연관어,incorrectly,"ad.부정확하게, 틀리게"
28,표제어,increase,"n.증가 v.증가하다, 늘리다"
28,연관어,increasingly,"ad.점점 더, 갈수록 더"
19,표제어,incredible,"a.믿을 수 없는, 굉장한, 놀랄만한"
19,연관어,incredibly,"ad.믿을 수 없을 정도로, 엄청나게 "
4,표제어,indecisive,"a.우유부단한, 뚜렷한 해답을 내놓지 못하는"
6,표제어,indefinitely,ad.무한하게
42,표제어,independent,"a.독립적인, 무관한"
42,연관어,independence,n.독립
42,연관어,independently,"ad.독립적으로, 자주적으로"
44,표제어,indicate,"v.나타내다, 암시하다, 보여주다, 가리키다"
44,연관어,indication,"n.표시, 암시, 징후, 표현"
44,연관어,indicator,"n.지표, 지시자, 표시기"
13,표제어,indifferent,a.무관심한
13,연관어,indifference,"n.무관심, 냉담함"
25,표제어,indirect,"a.간접적인, 우회적인"
25,연관어,indirectly,ad.간접적으로
45,표제어,indispensable,a.필수적인
30,표제어,individual,"n.개인, 개체 a.개인의, 개별적인"
30,연관어,individualistic,a.개인주의의
30,연관어,individuality,"n.개성, 특성"
30,연관어,individualize,v.개별화하다
30,연관어,individually,ad.개별적으로
32,표제어,indoor,a.실내의
44,표제어,induce,"v.유발하다, 유도하다, 설득하다"
21,표제어,indulge,"v.탐닉하다, 빠지다"
32,표제어,industrial,"a.산업의, 공업의"
32,연관어,industrialization,n.산업화
32,연관어,industry,"n.산업, 근면"
22,표제어,inequality,"n.불평등, 불균형"
31,표제어,inevitable,"a.피할 수 없는, 불가피한"
31,연관어,inevitability,"n.불가피함, 필연"
2,표제어,infection,"n.감염, 전염병"
2,연관어,infect,"v.감염시키다, 전염시키다"
7,표제어,infer,"v.추론하다, 추측하다"
7,연관어,inference,n.추론
42,표제어,inferior,"a.열등한, 하위의"
42,연관어,inferiority,n.열등함
19,표제어,infinite,"a.무한한, 무한대의"
4,표제어,influence,"n.영향, 영향력 v.영향을 미치다"
4,연관어,influential,a.영향력 있는
3,표제어,inform,"v.알리다, 통지하다"
3,연관어,information,n.정보
3,연관어,informative,a.정보를 주는
3,연관어,informed,"a.잘 알고 있는, 정보에 밝은, 정보에 근거한"
33,표제어,informal,"a.비공식적인, 격식 없는"
33,표제어,ingredient,"n.성분, 재료, 구성 요소"
16,표제어,inhabit,v.거주하다
16,연관어,inhabitant,"n.거주자, 주민"
3,표제어,inherently,"ad.본질적으로, 선천적으로"
3,연관어,inherent,"a.내재된, 고유의"
44,표제어,inherit,"v.상속하다, 물려받다, 유전되다"
2,표제어,inhibit,"v.억제하다, 금지하다"
2,연관어,inhibition,n.억제
12,표제어,initial,"a.초기의, 처음의, 최초의 n.이름의 첫 글자"
12,연관어,initially,"ad.처음에, 초기에"
12,연관어,initiate,"v.시작하다, 착수시키다"
36,표제어,injure,"v.상처를 입히다, 부상을 입다"
36,연관어,injury,n.부상
16,표제어,injustice,"n.불의, 부당함"
38,표제어,innate,"a.타고난, 선천적인"
38,연관어,innately,ad.선천적으로
16,표제어,inner,"a.내부의, 내면의"
44,표제어,innocent,"a.순진한, 무고한 "
18,표제어,innovation,"n.혁신, 쇄신"
18,연관어,innovate,v.혁신하다
18,연관어,innovative,"a.혁신적인, 창의적인"
39,표제어,innumerable,"a.셀 수 없이 많은, 무수한"
33,표제어,input,"n.입력, 조언, 투입, 의견 v.입력하다 "
21,표제어,inquire,"v.묻다, 조사하다"
21,연관어,inquiry,"n.질문, 문의, 조사, 심사"
18,표제어,inscribe,"v.새기다, 쓰다 "
42,표제어,insecurity,"n.불안정, 불안감"
42,연관어,insecure,a.불안정한
21,표제어,insensitive,"a.무감각한, 둔감한"
11,표제어,insert,"v.넣다, 삽입하다"
24,표제어,insight,"n.통찰, 통찰력, 이해, 식견"
48,표제어,insignificant,"a.중요하지 않은, 하찮은"
2,표제어,insist,"v.주장하다, 고집하다"
2,연관어,insistence,"n.주장, 고집, 단언, 집요 "
12,표제어,inspector,"n.심사관, 감독관"
12,연관어,inspect,"v.조사하다, 검사하다, 점검하다"
12,연관어,inspection,"n.검사, 조사"
33,표제어,inspire,"v.영감을 주다, 자극하다, 고무하다, 격려하다"
33,연관어,inspiration,"n.영감, 자극, 고무"
33,연관어,inspirational,a.영감을 주는
33,연관어,inspired,"a.탁월한, 영감을 받아 한, 직관에 따른"
43,표제어,instability,n.불안정성
24,표제어,install,v.설치하다
24,연관어,installation,"n.설치, 설비"
40,표제어,instant,a.즉각적인 n.순간
40,연관어,instantaneous,"a.순간적인, 즉각적인"
24,표제어,instinct,"n.본능, 직감"
24,연관어,instinctive,"a.본능적인, 직감적인"
24,연관어,instinctively,ad.본능적으로
45,표제어,institution,"n.시설, 기관, 제도"
45,연관어,institute,"n.연구소, 기관, 협회 v.도입하다, 시작하다"
45,연관어,institutional,"a.제도적인, 기관의"
12,표제어,instruction,"n.지시, 교육, 설명"
12,연관어,instruct,"v.가르치다, 지시하다 "
12,연관어,instructor,n.강사
41,표제어,instrument,"n.악기, 도구, 기구"
41,연관어,instrumental,"a.중요한, 악기의 "
34,표제어,insufficient,"a.부족한, 불충분한"
34,연관어,insufficiently,ad.불충분하게
40,표제어,insurance,n.보험
27,표제어,intact,"a.온전한, 손상되지 않은"
30,표제어,intake,"n.섭취, 흡입량"
8,표제어,intangible,a.무형의
17,표제어,integrate,"v.통합하다, 융합하다, 완전하게 하다"
17,연관어,integration,"n.통합, 융합"
27,표제어,intellectual,a.지적인
27,연관어,intellect,"n.지능, 지성"
13,표제어,intelligence,"n.지능, 지성"
13,연관어,intelligent,"a.총명한, 지능적인"
46,표제어,intend,v.의도하다
46,연관어,intended,"a.의도된, 계획된"
46,연관어,unintended,a.의도하지 않은
1,표제어,intense,"a.격렬한, 강렬한, 열정적인"
1,연관어,intensely,"ad.강렬하게,매우"
42,표제어,intensity,"n.강도, 강렬함"
42,연관어,intensify,"v.심화시키다, 강화하다"
36,표제어,intensive,a.집중적인
