Chapter,Type,Word,Meaning
4,표제어,shrink,"v.줄어들다, 위축되다, 오그라들다"
33,표제어,side-effect,"n.부작용, 부수적 결~과"
37,표제어,sigh,n.한숨 v.한숨쉬다
42,표제어,sight,"n.시력, 시야, 광경 "
42,연관어,sightseeing,n.관광
18,표제어,signal,"n.신호 v.신호를 보내다, 알리다
"
18,연관어,sign,"n.신호, 기호, 징후 v.서명하다, 계약하다, 등록하다
"
4,표제어,significant,"a.중요한, 의미 있는, 상당한"
4,연관어,significance,"n.의미, 중요성"
4,연관어,significantly,"ad.상당히, 중요하게, 의미 있게"
20,표제어,signify,v.의미하다
27,표제어,silence,"n.고요, 침묵 v.조용하게 하다"
27,연관어,silent,"a.조용한,침묵의"
27,연관어,silently,ad.조용히
22,표제어,silly,a.어리석은
22,연관어,silliness,n.어리석음  
16,표제어,similar,"a.비슷한, 유사한"
16,연관어,similarity,n.유사점
16,연관어,similarly,"ad.마찬가지로, 유사하게"
8,표제어,simplify,v.단순화하다
8,연관어,simplicity,n.단순함
8,연관어,simplification,n.단순화
46,표제어,simulate,"v.흉내내다, 모방하다"
46,표제어,simultaneously,ad.동시에
46,연관어,simultaneous,a.동시에 일어나는
41,표제어,sincere,"a.진심인, 진정한, 성실한
"
41,연관어,sincerely,"ad.진심으로, 성실하게"
4,표제어,skeptical,"a.회의적인, 의심 많은"
4,연관어,skepticism,n.회의주의
33,표제어,skill,"n.기술, 능력"
33,연관어,skilled,a.숙련된
33,연관어,skillful,"a.숙련된, 능숙한"
33,연관어,skillfully,ad.솜씨 있게
19,표제어,slave,"n.노예, 노예처럼 일하는 사람"
19,연관어,slavery,"n.노예, 노예제도"
14,표제어,slightly,"ad.약간, 조금,살짝"
14,연관어,slight,"a.약간의, 미세한"
28,표제어,smooth,"a.매끄러운, 순조로운 v.매끄럽게 하다 ,원활하게 하다
"
28,연관어,smoothly,"ad.매끄럽게, 순조롭게, 원활하게"
8,표제어,soar,"v.치솟다, 오르다"
39,표제어,social,"a.사회의, 사회적인, 사교적인"
39,연관어,socialization,n.사회화
39,연관어,socialize,"v.사회화하다, 교제하다"
39,연관어,socially,ad.사회적으로
39,연관어,societal,"a.사회적인, 사회의"
39,연관어,society,"n.사회, 집단"
27,표제어,soften,"v.부드럽게하다, 완화하다"
10,표제어,solar,a.태양의
27,표제어,sole,"a.유일한 n.발바닥
"
20,표제어,solid,"n.고체 a.고체의, 확고한, 견고한"
20,연관어,solidify,v.확고해지다
20,연관어,solidity,"n.견고함, 고체 상태"
44,표제어,solitary,"a.고독한, 혼자의"
44,연관어,solitude,"n.고독, 외로움"
36,표제어,somewhat,"ad.다소,약간"
41,표제어,soothe,v.누그러뜨리다
41,연관어,soothing,"a.달래는, 진정시키는"
25,표제어,sophisticated,"a.세련된, 정교한, 복잡한"
25,연관어,sophisticate,v.정교하게 하다
25,연관어,sophistication,"n.세련됨, 정교함"
14,표제어,sorrowful,"a.슬픈, 비통한"
28,표제어,sort,n.종류 v.분류하다
2,표제어,sour,a.(맛이) 신 
9,표제어,source,"n.근원, 원천, 출처"
34,표제어,souvenir,n.기념품
46,표제어,space,"n.공간, 여지, 가능성"
46,연관어,spacial,a.공간의 (=spatial)
46,연관어,spacious,a.넓은
24,표제어,span,"n.기간,범위 v.걸치다"
38,표제어,spare,a.여분의 n.여분 v.할애하다
37,표제어,spark,"v.자극하다,촉발하다 n.불꽃 
"
33,표제어,specialize,"v.전문화하다, 전공하다"
33,연관어,special,a.특별한
33,연관어,specialist,"n.전문가, 전공자"
33,연관어,specialization,n.전문화
33,연관어,specialized,"a.특화된, 전문화된"
33,연관어,specialty,n.특산물
45,표제어,species,n.종
40,표제어,specific,"a.구체적인, 특정한"
40,연관어,specifically,"ad.구체적으로, 특히, 명확히
"
40,연관어,specify,v.명시하다
48,표제어,spectacle,"n.장관,볼거리"
48,연관어,spectacular,"a.장관인, 극적인"
48,연관어,spectacularly,"ad.극적으로, 인상적으로"
23,표제어,speculate,"v.추측하다, 사색하다"
23,연관어,speculation,n.추측
31,표제어,speech,"v.말하기, 연설"
31,연관어,speechless,"a.말문이 막힌, 말이 안 나오는"
9,표제어,sphere,"n.영역, 구"
10,표제어,spirit,"n.영혼, 정신"
10,연관어,spiritual,"a.정신적인, 영적인"
27,표제어,splendid,"a.훌륭한, 눈부신"
4,표제어,split,"v.나뉘다, 분열되다 n.분열, 분할, 몫"
21,표제어,spoil,"v.망치다, 상하다, 버릇없게 만들다"
21,연관어,spoilage,"n.부패, 손상"
7,표제어,spontaneous,"a.자발적인, 즉흥적"
7,연관어,spontaneity,n.자발성
44,표제어,spot,"n.장소, 점  v.발견하다
"
36,표제어,spread,"n.확산
v.펼치다, 퍼뜨리다, 전파하다, 만연하다, 확산하다"
22,표제어,squeeze,"v.짜다,압착되다"
28,표제어,stability,n.안정성
28,연관어,stabilization,n.안정화
1,표제어,stable,"a.안정된, 견고한 n.마구간"
1,연관어,stabilize,v.안정시키다
1,연관어,unstable,a.불안정한
14,표제어,stage,n.단계
3,표제어,stain,n.얼룩 v.얼룩지게 하다
38,표제어,stand,"v.서다, 입장에 있다, 견디다, 참다 n.입장, 견해
"
38,연관어,stance,n.입장
38,연관어,stand for,"v.상징하다,나타내다, 대표하다 "
38,연관어,stand out,"v.두드러지다, 눈에 띄다 "
24,표제어,standard,"n.기준, 표준 a.표준의, 일반적인"
24,연관어,standardize,v.표준화하다
18,표제어,standpoint,"n.관점, 입장"
42,표제어,staple,a.주요한 n.주식(主食)
15,표제어,stare,"v.바라보다, 응시하다"
47,표제어,startling,a.놀라운
8,표제어,starvation,"n.굶주림, 기아, 아사"
8,연관어,starve,"v.굶주리다, 굶어 죽다"
43,표제어,state,"n.국가, 진술, 상태
v.진술하다"
43,연관어,statement,"n.진술, 성명"
29,표제어,static,"a.고정된, 정적인"
34,표제어,statistics,"n.통계, 통계학"
34,연관어,statistic,"n.통계, 통계 자료 "
34,연관어,statistical,"a.통계의, 통계적인"
34,연관어,statistician,n.통계학자
11,표제어,statue,"n.동상, 조각상"
17,표제어,status,"n.상태, 지위, 신분"
22,표제어,steady,"a.꾸준한, 안정된"
22,연관어,steadily,ad.꾸준히
33,표제어,steal,v.훔치다
44,표제어,steel,n.강철
10,표제어,steep,"a.가파른, 급격한"
42,표제어,steer,"v.조종하다, 이끌다"
41,표제어,stem,"n.줄기, 기원 v.비롯되다"
41,연관어,stem from,v.~에서 비롯되다
11,표제어,stereotype,"n.고정 관념 v. 고정관념을 갖게 하다
"
38,표제어,stick,"n.막대기 v.고수하다, 계속하다
"
38,연관어,sticky,a.끈적한
9,표제어,stiff,"a.딱딱한, 뻣뻣한,경직된 "
9,연관어,stiffen,v.뻣뻣하게 하다
9,연관어,stiffness,n.단단함 
34,표제어,stimulate,"v.촉진시키다, 자극하다, 활성화하다"
34,연관어,stimulation,n.자극
34,연관어,stimulus (pl.stimuli),n.자극
3,표제어,stock,"n.재고,주식 v.보유하다 v.채우다, 비축하다"
44,표제어,store,"v.보관하다, 저장하다 n.가게
"
44,연관어,storage,"n.저장, 보관"
48,표제어,straightforward,"a.간단한, 솔직한, 직접적인"
48,연관어,straightforwardly,"ad.솔직하게, 직접적으로"
8,표제어,straight,"a.직선의, 곧은 ad.곧장"
8,연관어,straighten,v.곧게 펴다
27,표제어,strain,"n.부담, 압력"
13,표제어,strategy,"n.전략, 계획, 방법"
13,연관어,strategic,a.전략적인
27,표제어,stream,"n.하천, 흐름 "
8,표제어,strengthen,v.강화하다
8,연관어,strength,"n.힘, 강점 ,체력"
45,표제어,strict,"a.엄격한, 엄밀한"
45,연관어,strictly,ad.엄격하게
37,표제어,strike,"v.치다,인상을 주다, 강타하다, 파업하다"
37,연관어,striking,"a.놀라운, 주목할 만한"
37,연관어,strikingly,ad.놀랍게도
35,표제어,strive,"v.노력하다, 애쓰다, 분투하다"
29,표제어,stroke,"n.타격, 뇌졸중 v.쓰다듬다
"
2,표제어,structure,"n.구조, 구성, 조직, 체계 v.구성하다, 구조화하다
"
2,연관어,structural,a.구조적인
43,표제어,struggle,"n.투쟁, 분투 v.분투하다, 싸우다, 애쓰다
"
2,표제어,stubborn,a.고집 센
48,표제어,stuck,"a.갇힌, 꼼짝 못하는"
7,표제어,stuff,"n.물건 v.채우다
"
31,표제어,stun,"v.기절시키다, 놀라게 하다"
31,연관어,stunning,a.굉장히 멋진
31,표제어,subconscious,a.잠재의식적인
31,연관어,subconsciously,ad.잠재의식적으로
45,표제어,subject,"n.주제, 과목, 대상, 피실험자 a.대상이 되는,?영향을 받기 쉬운
"
45,연관어,subject to,…될[당할/걸릴] 수 있는
45,연관어,subjective,a.주관적인
45,연관어,subjectivity,n.주관성
45,연관어,be subject to ~,v.~의 대상이 되다
9,표제어,submit,"v.제출하다, 복종하다, 항복하다"
9,연관어,submission,"n.제출, 출품작"
42,표제어,subordinate,"a.종속적인, 부차적인  n.부하 직원 v.종속시키다"
34,표제어,subscribe,v.구독하다
34,연관어,subscription,n.구독
18,표제어,subsequent,"a.그 다음의, 차후의, 이어지는"
18,연관어,subsequently,"ad.그 후에, 나중에"
26,표제어,subsidy,n.보조금
29,표제어,substance,"n.물질, 본질, 실체"
29,연관어,substantial,"a.상당한, 실질적인"
29,연관어,substantially,ad.상당히 
27,표제어,substitute,"v.대체하다, 대신하다 n.대체물, 대리인
"
25,표제어,subtle,"a.미묘한, 감지하기 어려운"
25,연관어,subtly,ad.미묘하게
28,표제어,suburb,"n.교외, 근교"
28,연관어,suburban,a.교외의
22,표제어,succeed,"v.성공하다, 계승하다, 물려 받다 "
22,연관어,success,"n.성공, 성과"
22,연관어,successful,"a.성공한, 성공적인"
22,연관어,successfully,ad.성공적으로
22,연관어,succession,n.연속
22,연관어,successive,"a.연속적인, 연이은"
22,연관어,successor,"n.후임자, 계승자"
12,표제어,suddenly,ad.갑자기
12,연관어,sudden,a.갑작스러운
12,연관어,all of a sudden,ad.갑자기
9,표제어,suffer,"v.시달리다, 고통받다"
9,연관어,suffering,n.고통
22,표제어,sufficient,a.충분한
22,연관어,sufficiency,n.충분함
22,연관어,sufficiently,ad.충분히
12,표제어,suggest,"v.제안하다,암시하다,시사하다"
12,연관어,suggestion,"n.제안, 암시"
12,연관어,suggestive,"a.암시하는, 연상시키는"
5,표제어,suitable,"a.적합한, 알맞은"
5,연관어,unsuitable,a.부적절한
5,연관어,suit,"n.정장, 소송 v.어울리다, 맞다
"
9,표제어,sum,"n.총합, 액수"
34,표제어,summarize,v.요약하다
17,표제어,summit,n.정상
26,표제어,superb,a.뛰어난
25,표제어,superficial,"a.피상적인, 표면적인, 깊이 없는"
6,표제어,superior,"a.우월한, 우수한, 상위의"
6,연관어,superiority,"n.우월, 우위, 우세 n.상급자
"
21,표제어,supernatural,"a.초자연적인, 불가사의한"
27,표제어,superstitious,a.미신적인
29,표제어,supervise,v.감독하다
29,연관어,supervision,"n.관리, 감독"
29,연관어,supervisor,"n.감독관, 상사"
24,표제어,supplement,"v.보충하다, 보완하다 n.보충, 보완"
24,연관어,supplemental,a.보충의
14,표제어,supply,n.공급
14,연관어,supplier,n.공급자
5,표제어,support,"n.지원, 지지 v.지지하다, 지원하다, 부양하다
"
5,연관어,supporter,"n.지지자, 후원자"
5,연관어,supportive,"a.지원하는, 지지하는"
41,표제어,suppose,v.가정하다
41,연관어,supposedly,"ad.아마도, 추정컨대"
41,연관어,be supposed + tov,v.하기로 되어 있다 ~해야 한다
7,표제어,suppress,"v.억압하다, 억제하다, 진압하다"
32,표제어,surpass,"v.능가하다, 초과하다"
6,표제어,surplus,"n.과잉,잉여, 흑자"
22,표제어,surrender,"v.항복하다, 넘겨주다"
16,표제어,surround,v.둘러싸다
16,연관어,surrounding,a.주변의
16,연관어,surroundings,n.주변 환경
9,표제어,survey,"n.조사, 설문"
17,표제어,survival,n.생존
17,연관어,survive,"v.생존하다, 살아남다"
17,연관어,survivor,n.생존자
45,표제어,susceptible,a.영향 받기 쉬운
40,표제어,suspect,"v.짐작하다, 의심하다, 생각하다"
21,표제어,suspend,"v.매달다, 중단하다, 미루다 "
21,연관어,suspense,n.긴장
21,연관어,suspension,"n.연기, 보류 ,정직, 정학"
11,표제어,suspicious,a.의심스러운
11,연관어,suspicion,n.의심
10,표제어,sustainable,"a.지속 가능한, 유지 가능한"
10,연관어,unsustainable,a.지속 불가능한
10,연관어,sustain,"v.지속시키다, 유지하다, 지탱하다"
10,연관어,sustainability,"n.지속 가능성, 유지 가능성"
10,연관어,sustainably,"ad.지속 가능하게, 환경을 해치지 않고"
11,표제어,swallow,v.삼키다
10,표제어,sweaty,a.땀에 젖은
10,연관어,sweat,"n.땀 v.땀 흘리다
"
7,표제어,sweep,"v.쓸다, 휩쓸다"
29,표제어,swift,"a.빠른, 신속한"
29,연관어,swiftly,"ad.신속히, 빨리"
47,표제어,switch,"n.전환 v.전환하다, 옮겨가다
"
29,표제어,symbol,"n.상징, 기호"
29,연관어,symbolic,"a.상징적인, 상징하는"
29,연관어,symbolize,v.상징하다
8,표제어,sympathy,"n.공감,동정, 공감"
8,연관어,sympathize,"v.동정하다, 공감하다"
7,표제어,symptom,n.증상
17,표제어,synthetic,"a.합성의, 인조의"
17,연관어,synthesize,"v.종합하다, 합성하다"
39,표제어,systematic,"a.체계적인, 조직적인"
39,연관어,system,"n.체계, 제도, 시스템"
39,연관어,systematically,ad.체계적으로
39,연관어,systematize,v.체계화하다  
35,표제어,tackle,"v.취급하다, 다루다, 씨름하다 "
48,표제어,tactic,"n.전술, 전략"
39,표제어,tailor,"n.재단사 v.재단하다, 맞추다 "
36,표제어,take advantage of,v.이용하다
22,표제어,take into account,"v.고려하다, 감안하다"
30,표제어,take into consideration,v.고려하다
17,표제어,take on,"v.(책임·일 등을) 맡다, (특징을) 띠다 "
26,표제어,take place,"v.발생하다, 일어나다"
25,표제어,talent,"n.재능, 인재"
36,표제어,tame,v.길들이다
10,표제어,tangible,"a.유형의,명확한, 실제적인"
3,표제어,tap,v.두드리다
22,표제어,target,"v.겨냥하다, 목표로 하다 n.대상, 목표"
23,표제어,task,"n.과제, 일, 업무"
47,표제어,taste,"n.맛, 미각,취향"
10,표제어,tax,n.세금
10,연관어,taxation,"n.과세, 조세"
23,표제어,tear,"v.찢다, 뜯다 n.눈물"
31,표제어,technology,n.기술
31,연관어,technical,a.기술적인
31,연관어,technically,ad.기술적으로
31,연관어,technician,n.기술자
31,연관어,technique,"n.기술, 기법"
31,연관어,technological,"a.기술의, 기술적인"
19,표제어,tedious,a.지루한
41,표제어,temperature,"n.온도, 기온, 체온"
41,연관어,temperate,a.온대의
6,표제어,temple,n.사원
23,표제어,temporary,a.일시적인
23,연관어,temporal,a.시간의
23,연관어,temporarily,ad.일시적으로
45,표제어,temptation,n.유혹
45,연관어,tempt,v.유혹하다
45,연관어,tempting,"a.유혹하는, 매력적인"
45,연관어,be tempted tov,v.하고 싶은 마음이 생기다
17,표제어,tenant,"n.세입자, 임차인"
22,표제어,tendency,"n.경향, 성향"
22,연관어,tend,"v.~하는 경향이 있다, ~하기 쉽다"
11,표제어,tension,"n.긴장, 긴장 상태, 갈등, 팽팽함"
11,연관어,tense,n.시제 a.긴장한 v.긴장시키다
6,표제어,term,"n.용어, 기간, 학기, 계약조건(pl) v.칭하다
"
6,연관어,in terms of,"~의 관점에서, ~의 측면에서, ~에 관해서"
25,표제어,terminal,"a.말기의, 불치의"
25,연관어,terminate,"v.끝내다, 종료하다"
43,표제어,terrible,"a.형편없는, 끔찍한"
27,표제어,terrify,"v.겁나게 하다, 위협하다"
27,연관어,terrified,a.겁에 질린
27,연관어,terrifying,"a.무서운, 끔찍한"
3,표제어,territory,"n.지역,영토, 영역"
3,연관어,territorial,"a.영역의, 텃세를 부리는"
42,표제어,textile,"n.직물, 섬유"
42,연관어,texture,"n.질감, 조직"
43,표제어,theatrical,"a.연극의, 극장의"
43,연관어,theater,n.극장
20,표제어,theft,"n.도난, 절도"
17,표제어,theme,n.주제
19,표제어,theory,n.이론
19,연관어,theoretical,a.이론적인
19,연관어,theorist,n.이론가
19,연관어,theorize,v.이론화하다
45,표제어,therapy,"n.치료,치료법"
38,표제어,thirst,"n.갈망, 갈증"
38,표제어,thorough,"a.철저한,완전한  "
38,연관어,thoroughly,ad.철저하게
44,표제어,thoughtful,"a.사려 깊은, 생각에 잠긴"
44,연관어,thought,"n.사고, 생각"
44,연관어,thoughtfully,"ad.생각에 잠기며, 사려깊게"
44,연관어,thoughtfulness,n.사려 깊음
28,표제어,threat,"n.위협, 협박"
28,연관어,threaten,"v.위협하다, 협박하다"
17,표제어,thrifty,"a.절약하는, 검소한"
40,표제어,thrill,"v.열광시키다 n.황홀감, 전율 "
33,표제어,thrive,"v.번창하다, 번영하다"
3,표제어,throughout,"전.도처에서, 내내, 줄곧"
28,표제어,throw away,v.버리다 
48,표제어,tidy,"a.정돈된, 말끔한 v.정리하다, 정돈하다 "
28,표제어,tie,"n.연결 v.묶다, 연결하다
"
26,표제어,tighten,"v.조이다, 굳어지다"
26,연관어,tight,"a.꽉 끼는, 단단한, 팽팽한, 엄격한 "
26,연관어,tightly,"ad.단단히, 빽빽하게, 꽉"
29,표제어,timely,a.시기적절한
40,표제어,tiny,"a.미세한, 작은, 사소한 "
48,표제어,tire,"v.피로[피곤]해지다, 지치다"
48,연관어,tired,a.피곤한
48,연관어,tiresome,"a.귀찮은, 성가신"
10,표제어,title,n.제목 v.제목을 붙이다
25,표제어,tolerate,"v.참다, 견디다, 허용하다"
25,연관어,tolerance,"n.관용, 인내, 내성"
22,표제어,tool,n.도구
33,표제어,toss,v.던지다
45,표제어,tough,"a.힘든, 어려운, 튼튼한, 강한"
9,표제어,tourism,n.관광
29,표제어,toxic,"a.유독한, 유독성의, 해로운"
9,표제어,trace,n.흔적 v.추적하다
21,표제어,track,"n.경로, 길, 자국 v.추적하다
"
1,표제어,trade,"v.교환하다, 거래하다 n.거래,무역"
33,표제어,tradition,"n.전통, 관습"
33,연관어,traditional,a.전통적인
33,연관어,traditionally,ad.전통적으로
31,표제어,tragic,a.비극적인
31,연관어,tragedy,n.비극
37,표제어,trail,"n.흔적, 오솔길, 자취"
40,표제어,trait,"n.특징, 특성"
44,표제어,transaction,"n.거래, 매매"
3,표제어,transcend,v.초월하다
2,표제어,transfer,"v.옮기다, 이동하다, 환승하다
n.이동, 전송, 전이 , 전학, 전근"
3,표제어,transform,"v.변형시키다, 바꾸다"
3,연관어,transformation,"n.변화, 변형, 전환"
31,표제어,transit,n.수송
31,연관어,transition,"n.전환, 이동, 변화"
37,표제어,translate,"v.번역하다, 해석하다, 바꾸다 "
37,연관어,translation,n.번역
37,연관어,translator,n.번역가
26,표제어,transmit,"v.전송하다, 송신하다, 전달하다"
26,연관어,transmission,"n.전파, 전달, 전송"
48,표제어,transport,"v.운송하다, 수송하다 n.수송, 운송
"
48,연관어,transportation,"n.운송, 수송, 교통"
11,표제어,trap,"v.덫을 놓다,가두다, n.덫, 함정"
18,표제어,trauma,"n.외상, 정신적 충격"
18,연관어,traumatic,a.(대단히) 충격적인
32,표제어,treasure,n.보물  v.소중히 여기다
32,표제어,treat,"v.치료하다, 취급하다, 다루다 n.간식"
32,연관어,treatment,"n.치료,대우, 취급"
17,표제어,trial,"n.시도, 시험, 재판, 시련"
17,연관어,trial and error,n.시행착오 
33,표제어,tribe,n.부족
33,연관어,tribal,"a.부족의, 종족의"
6,표제어,trick,"n.속임수, 요령, 비결 v.속이다"
6,연관어,tricky,"a.곤란한, 까다로운"
38,표제어,trigger,"v.촉발시키다, 유발하다 n.방아쇠, 계기 
"
41,표제어,triumph,"n.승리, 업적 v.승리를 거두다 "
39,표제어,trivial,"a.사소한, 하찮은"
14,표제어,tropical,a.열대의
10,표제어,trust,"v.신뢰하다 n.신뢰
"
10,연관어,trustworthy,a.신뢰할 수 있는
,연관어,turn out,"v.드러나다, 판명되다"
,연관어,in turn,"ad.결과적으로, 차례차례"
32,표제어,typical,"a.전형적인,일반적인,대표적인"
32,연관어,typically,"ad.일반적으로, 전형적으로"
39,표제어,ultimately,"ad.궁극적으로, 결국 "
39,연관어,ultimate,a.궁극적인
28,표제어,underestimate,v.과소평가하다
47,표제어,undergo,"v.겪다, 경험하다"
32,표제어,underlie,v.기초가 되다
4,표제어,underline,"v.밑줄을 긋다, 강조하다"
31,표제어,underlying,"a.근본적인, 근원적인, 숨겨진"
43,표제어,undermine,"v.약화시키다, 손상시키다, 훼손하다"
4,표제어,undertake,"v.맡다, 착수하다"
33,표제어,undo,"v.풀다, 열다, 무효로 만들다, 되돌리다"
17,표제어,uneasy,"a.불안한, 걱정되는"
32,표제어,unique,"a.고유한, 독특한"
32,연관어,uniquely,"ad.독특하게, 유일하게"
32,연관어,uniqueness,"n.독특함, 고유함 "
32,연관어,unite,v.통합하다
32,연관어,unify,"v.통합하다, 통일하다 "
32,연관어,unified,a.통일된
32,연관어,unity,"n.통합, 통일, 단결"
29,표제어,universal,"a.보편적인, 전 세계적인"
29,연관어,universality,n.보편성
29,연관어,universally,"ad.일반적으로, 보편적으로"
33,표제어,unknowingly,"ad.무심코, 자신도 모르게"
33,연관어,unknown,a.미지의
39,표제어,upcoming,"a.곧 다가오는, 임박한 "
48,표제어,uphold,"v.유지시키다, 옹호하다"
14,표제어,urban,a.도시의
18,표제어,urge,"v.촉구하다 n.충동
"
25,표제어,urgent,a.긴급한
25,연관어,urgency,"n.촉박, 긴급성"
37,표제어,usage,"n.용법, 사용, 사용량"
9,표제어,useful,"a.유용한, 도움이 되는"
9,연관어,usefulness,n.유용성
9,연관어,useless,a.쓸모없는
32,표제어,usual,"a.평소의, 일상의"
32,연관어,unusual,"a.특이한,드문"
32,연관어,usually,"ad.보통, 대체로 "
12,표제어,utilize,v.활용하다
12,연관어,utility,"n.효용, 공공시설"
,연관어,utterance,n.발언
33,표제어,vacuum,n.진공 (상태)
8,표제어,vague,"a.모호한, 희미한, 막연한  "
8,연관어,vagueness,"n.모호함, 애매함"
22,표제어,valid,"a.타당한, 유효한"
22,연관어,validate,"v.확인하다, 입증하다"
22,연관어,validation,"n.입증, 확인"
22,연관어,validity,n.타당성
20,표제어,value,"n.가치, 중요성 v.평가하다, 소중히 여기다"
20,연관어,valuable,"a.가치 있는, 귀중한"
20,연관어,valueless,a.가치 없는
11,표제어,vanish,v.사라지다
7,표제어,vapor,n.증기
15,표제어,vary,"v.다르다, 달라지다, 다양하다"
15,연관어,variability,"n.가변성, 변동성 "
15,연관어,variable,n.변수 a.가변적인
15,연관어,variant,"n.변종, 변이 "
15,연관어,variation,"n.변화, 차이, 변형"
15,연관어,varied,"a.많은, 다양화된"
15,연관어,variety,"n.다양성, 품종, 종류"
15,연관어,a variety of,"a.방대한, 광대한,거대한, 압도적인"
15,연관어,various,a.다양한
15,연관어,varying,"a.다양한, 바뀌는"
18,표제어,vast,"a. 광대한, 막대한"
18,연관어,vastly,"ad.훨씬, 대단히, 엄청나게, 상당히"
26,표제어,vegetation,"n.초목, 식물"
1,표제어,vehicle,"n.차량, 수단 "
28,표제어,veil,v.가리다  
28,연관어,unveil,"v.공개하다, 발표하다"
12,표제어,venture,"v.탐험하다, 발을 들이다"
26,표제어,verbal,"a.말의, 언어의"
26,연관어,verbally,"ad.언어적으로, 말로"
9,표제어,verdict,n.평결
11,표제어,verge,"n.가장자리, 직전"
22,표제어,verify,"v.검증하다, 확인하다"
22,연관어,verification,n.입증
12,표제어,versatile,a.다재다능한
12,연관어,versatility,n.다재다능함
25,표제어,vertical,"a.수직의, 세로의"
48,표제어,vibrate,v.진동하다
48,연관어,vibrant,"a.활기찬, 강렬한"
48,연관어,vibration,n.진동
5,표제어,vicinity,"n.근처, 주변"
24,표제어,victim,"n.피해자, 희생자 "
19,표제어,victory,n.승리
25,표제어,view,"n.견해, 관점, 전망 v.보다, 여기다 
"
25,연관어,viewer,"n.관객,시청자"
25,연관어,viewpoint,"n.관점, 시각 "
6,표제어,vigorous,"a.활발한, 격렬한, 건강한"
6,연관어,vigor,"n.활력, 활기"
6,연관어,vigorously,ad.활발하게
42,표제어,violate,"v.위반하다, 침해하다 "
42,연관어,violation,"n.침해, 위반"
31,표제어,violence,n.폭력
31,연관어,violent,"a.폭력적인, 격렬한"
1,표제어,viral,"a.바이러스성의, 입소문 난"
22,표제어,virtual,"a.가상의, 사실상의"
22,연관어,virtually,"ad.거의, 사실상"
30,표제어,virtue,"n.가치, 장점, 미덕"
30,연관어,virtuous,"a.도덕적인, 고결한 "
15,표제어,visible,"a.가시적인, 뚜렷한"
15,연관어,visibility,n.가시성
35,표제어,vision,"n.시력, 시야, 미래상, 통찰력"
18,표제어,visual,"a.시각의, 시각적인"
18,연관어,visualization,n.시각화
18,연관어,visualize,"v.시각화하다, 상상하다"
18,연관어,visually,ad.시각적으로
12,표제어,vital,"a.필수적인,중요한"
12,연관어,vitality,"n.활력, 생명력"
33,표제어,vivid,"a.생생한, 선명한"
39,표제어,vocal,"a.목소리의, (의견을) 강경하게 밝히는 "
33,표제어,volunteer,"v.자원봉사하다, 자원하다 n.자원 봉사자, 지원자 "
33,연관어,voluntarily,ad.자발적으로
33,연관어,voluntary,a.자발적인
26,표제어,vote,v.투표하다
38,표제어,vow,"n.맹세, 서약 v.맹세하다"
23,표제어,voyage,n.항해
46,표제어,vulnerable,a.취약한
46,연관어,vulnerability,"n.취약성, 연약함"
23,표제어,wage,n.임금 v.전쟁을 벌이다
35,표제어,wander,"v.헤매다,방황하다,돌아다니다"
42,표제어,warehouse,n.창고
8,표제어,warn,"v.경고하다 n.경고, 주의"
8,연관어,warning,"n.경고, 주의"
15,표제어,warranty,n.보증
21,표제어,waste,"n.폐기물, 낭비 "
21,연관어,wasteful,a.낭비하는
25,표제어,weakness,"n.약점, 결점"
25,연관어,weak,"a.약한, 힘이 없는, 희미한"
25,연관어,weaken,v.약화시키다
30,표제어,wealth,"n.부, 재산"
30,연관어,wealthy,a.부유한
33,표제어,weapon,n.무기
36,표제어,weed,n.잡초
18,표제어,weigh,"v.무게를 달다, 평가하다, 중요하게 여기다"
18,연관어,weight,"n.무게, 중요성, 영향력 "
36,표제어,weird,a.이상한 
7,표제어,welfare,"n.복지, 행복, 번영, 안녕"
19,표제어,well-being,"n.행복, 안녕"
9,표제어,well-known,a.유명한
7,표제어,when it comes to,"~에 관하여, ~에 관한 한"
26,표제어,whereas,반면에
35,표제어,whisper,"v.속삭이다, 작은 소리로 말하다 n.속삭임, 소곤거림, 소문, 암시"
35,연관어,wholly,ad.완전히
42,표제어,widen,"v.넓히다, 넓어지다 "
35,표제어,wild,"a.야생의, 거친"
35,연관어,wilderness,n.황무지
35,연관어,wildlife,n.야생 동식물
35,연관어,will ,n.의지 
10,표제어,willing,"a.기꺼이 하는, 자발적인 "
10,연관어,unwilling,"a.내키지 않는, 꺼리는
"
10,연관어,willingly,"ad.자진해서, 기꺼이"
10,연관어,willingness,"n.자발성, 의지, 기꺼이 하려는 마음"
10,연관어,unwillingness,n.꺼림
21,표제어,willpower,n.의지력 
44,표제어,wire,v.연결하다
44,연관어,wisdom,n.지혜
1,표제어,withdraw,"v.물러나다, 철회하다,중단하다, 탈퇴하다, 인출하다"
2,표제어,witness,"v.목격하다 n.증인, 목격자"
40,표제어,wonder,"v.궁금해하다 n.경이, 기적"
40,연관어,workplace,n.직장
40,연관어,workforce,n.노동력
23,표제어,workout,n.운동
19,표제어,worldwide,ad.전 세계적으로
21,표제어,worsen,"v.악화되다, 약화시키다"
23,표제어,worth,a.가치 있는
23,연관어,worthless,a.가치 없는
23,연관어,worthwhile,a.가치 있는
23,연관어,worthy,a.가치 있는
23,연관어,unworthy,a.가치 없는
3,표제어,wound,"n.상처, 부상  v.상처 입히다"
